id,plate,state,license_type,summons_number,issue_date,summons_image,violation_time,violation,fine_amount,penalty_amount,interest_amount,reduction_amount,payment_amount,amount_due,precinct,county,issuing_agency,violation_status,judgment_entry_date
1350,K27JAH,NJ,PAS,4650140596,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZVMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1351,HCJ4102,NY,PAS,8527845696,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkZrMVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:20A,NO STANDING-DAY/TIME LIMITS,115,30,0,0,145,0,052,BX,TRAFFIC,,
1352,JAF2611,NY,PAS,8649270840,06/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVTVE5OUkdjd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:13A,FIRE HYDRANT,115,10,0,10,115,0,069,K,TRAFFIC,,
1353,T674201C,NY,OMT,4650140584,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZVMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:48P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,ST,DEPARTMENT OF TRANSPORTATION,,
1354,EKK8196,NY,PAS,4650140572,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkZVelRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1355,GYG3749,NY,PAS,8857752859,10/01/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekZOYW1jeFQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:46A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,115,Q,TRAFFIC,HEARING HELD-GUILTY,
1356,GNY6876,TX,PAS,8710559656,11/27/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMUVWVEZQVkZreFRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:26P,FAIL TO DSPLY MUNI METER RECPT,65,0,0,0,65,0,020,NY,TRAFFIC,HEARING HELD-GUILTY,
1357,KYW4963,PA,PAS,8649270888,06/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVTVE5OUkdjMFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:24A,FIRE HYDRANT,115,10,0,0,125,0,069,K,TRAFFIC,,
1358,XCVL77,NJ,PAS,8527845775,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdNelRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:09A,BIKE LANE,115,0,0,0,115,0,052,BX,TRAFFIC,HEARING HELD-GUILTY,
1359,IYUH34,FL,PAS,8685352861,08/12/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZOYW1jeVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",02:41P,NO STANDING-EXC. AUTH. VEHICLE,95,0,0,0,95,0,020,NY,TRAFFIC,HEARING HELD-GUILTY,
1360,91509ME,NY,COM,8665684440,09/04/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPUkZFd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:11P,NGHT PKG ON RESID STR-COMM VEH,65,10,0,0,75,0,063,K,TRAFFIC,HEARING HELD-GUILTY,
1361,4F14H,NY,OMT,8665684580,09/05/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPUkZVMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:36A,NO PARKING-DAY/TIME LIMITS,60,30,0,0,90,0,069,K,TRAFFIC,,
1362,GUV7095,NY,PAS,8527845740,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdNd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:56A,NO PARKING-DAY/TIME LIMITS,60,10,0,0,70,0,052,BX,TRAFFIC,,
1363,89622MC,NY,COM,4650140808,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdkM1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:03P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1364,T696047C,NY,OMT,8685353415,08/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZOZWxGNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:47P,NO STANDING-EXC. TRUCK LOADING,95,30,0,0,125,0,034,NY,TRAFFIC,,
1365,HZH9842,NY,PAS,4650140754,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdNeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:01P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1366,31713MN,NY,COM,8857756853,10/20/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekZPYW1jeFRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:09A,FAIL TO DISP. MUNI METER RECPT,35,0,0,0,35,0,115,Q,TRAFFIC,HEARING HELD-GUILTY,
1367,T666258C,NY,OMT,4650140730,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdONlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:00P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1368,T677094C,NY,OMT,4665361307,09/04/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1rNVVUVEpOVkUxM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:53P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,2.83,0.04,77.79,0,000,BK,DEPARTMENT OF TRANSPORTATION,,11/27/2019
1369,CHX1669,GA,PAS,4650140742,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdNd1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:00P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1370,HXH6615,NY,PAS,8857764047,11/20/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZekpPUkVFd1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:51P,NO PARKING-STREET CLEANING,65,0,0,0,65,0,114,Q,TRAFFIC,,
1371,HME1470,NY,PAS,8685353579,08/15/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZOZWxVelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",05:06P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,034,NY,TRAFFIC,HEARING HELD-GUILTY,
1372,KTR7787,PA,PAS,8527845751,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdNeFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:02A,FIRE HYDRANT,115,10,0,0,125,0,052,BX,TRAFFIC,,
1373,HZT9730,NY,PAS,8527845830,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdkNlRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:43A,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1374,1CH8791,AL,PAS,4650140869,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdjeVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:05P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1375,HTT2816,NY,PAS,8527845854,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdjeFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:49A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,052,BX,TRAFFIC,,
1376,HZG7473,NY,PAS,8527845799,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdNMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:15A,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1377,HPP3929,NY,PAS,4650140857,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdjeFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:05P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1378,KDA6491,NY,PAS,4703832343,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWswd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1379,PHG491,TX,PAS,8704204220,11/20/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRPUkVsNVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:34P,FIRE HYDRANT,115,30,0,0,145,0,025,NY,TRAFFIC,,
1380,HDK3237,NY,PAS,8649270943,06/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVTVE5OUkdzd1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:45A,FIRE HYDRANT,115,10,0,0,125,0,069,K,TRAFFIC,,
1381,HFF6372,NY,PAS,8857778526,01/28/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZek5QUkZWNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:09A,SIDEWALK,115,0,0,0,115,0,114,Q,TRAFFIC,,
1382,HZT4140,NY,PAS,8857778721,01/29/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZek5QUkdONVRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:38A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,115,Q,TRAFFIC,,
1383,HAL1876,NY,PAS,4650140894,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOUkdjMVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:07P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1384,F45KBN,NJ,PAS,8685354158,08/17/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZPUkVVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:16P,FAIL TO DSPLY MUNI METER RECPT,65,0,0,0,65,0,020,NY,TRAFFIC,,
1385,CXT8959,NY,PAS,8527845805,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPVkdkM1RsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:23A,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,052,BX,TRAFFIC,,
1386,KMG8059,PA,PAS,8665685832,09/09/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPVkdkNlRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",00:14A,FIRE HYDRANT,115,10,0,0,125,0,067,K,TRAFFIC,,
1387,W51FLX,NJ,PAS,4650141126,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVWNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1388,CNF4040,NY,PAS,8665685558,09/08/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1rNVVXVFJPVkZVeFQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:53P,NO PARKING-DAY/TIME LIMITS,60,0,0,0,60,0,061,K,TRAFFIC,ADMIN CLAIM DENIED,
1389,T630441C,NY,OMT,8527846007,01/06/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaekJPYWtGM1RuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:26A,FIRE HYDRANT,115,0,0,0,115,0,052,BX,TRAFFIC,,
1390,GZR3526,NY,PAS,8857779981,02/10/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZek5QVkdzMFRWRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:37A,INSP. STICKER-EXPIRED/MISSING,65,0,0,0,65,0,109,Q,TRAFFIC,,
1391,JDZ1294,NY,PAS,8649270920,06/03/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FOVVTVE5OUkd0NVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",06:37A,FIRE HYDRANT,115,10,0,0,125,0,069,K,TRAFFIC,,
1392,GHV6840,NY,PAS,8524184670,07/08/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNUVSVFJPUkZrelRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:38A,NO PARKING-STREET CLEANING,45,60,0.15,0.1,105.05,0,046,BX,TRAFFIC,,10/24/2019
1393,26414ML,NY,COM,8711502964,02/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1zeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:34P,NO STANDING-DAY/TIME LIMITS,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1394,51700MH,NY,COM,8711502990,02/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1zMVRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:48P,COMML PLATES-UNALTERED VEHICLE,115,0,0,15,100,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1395,XZ283A,NJ,PAS,8711502976,02/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROYW1zelRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:40P,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,014,NY,TRAFFIC,,
1396,WFK97U,NJ,PAS,4650141084,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVFMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:13P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1397,GTJ3339,NY,PAS,4650141114,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVWNFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:14P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1398,ETB4704,NY,PAS,4650141229,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVsNVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:17P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1399,JAQS24,FL,PAS,4650141217,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVsNFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:17P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1400,HAN7442,NY,PAS,4650141280,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkVrMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:23P,PHTO SCHOOL ZN SPEED VIOLATION,50,25,0,0,75,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1401,HJY9302,NY,PAS,8527887903,08/08/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZaelJPZW10M1RYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:07P,EXPIRED MUNI METER,35,60,1.48,0.02,96.46,0,041,BX,TRAFFIC,,11/21/2018
1402,906158R,NJ,PAS,8857780480,02/13/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelJOUkZFMFRVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:02A,NO STANDING-TAXI STAND,115,0,0,0,115,0,115,Q,TRAFFIC,,
1403,JLG2525,NY,PAS,8857781173,02/16/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelJOVkVVelRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",09:16A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,109,Q,TRAFFIC,,
1404,T785362C,NY,OMT,8857781562,02/17/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelJOVkZVeVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",11:06A,FAIL TO DSPLY MUNI METER RECPT,35,0,0,0,35,0,115,Q,TRAFFIC,,
1405,KGE7065,NY,PAS,8857782165,02/23/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelJOYWtVeVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:25A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,114,Q,TRAFFIC,,
1406,51700MH,NY,COM,8711503002,02/12/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROZWtGM1RXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:49P,NO STANDING-COMM METER ZONE,115,0,0,80,35,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1407,GKM6797,NY,PAS,4650141333,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkUxNlRYYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:25P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1408,JAK5694,NY,PAS,4650141412,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZGNFRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:27P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1409,CZ897H,NY,PAS,4650141357,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkUweFRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:26P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1410,65428MK,NY,COM,4650141400,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZGM1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:27P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1411,JCE8361,NY,PAS,4650141515,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZWNFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:30P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1412,HJN6214,NY,PAS,8685355679,08/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZPVkZrelQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",12:58P,EXPIRED MUNI METER,65,10,0,75,0,0,019,NY,TRAFFIC,HEARING HELD-NOT GUILTY,
1413,GUK1711,NY,PAS,4703832355,08/18/2020,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSamQwMTZaM3BOYWsweFRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",07:46P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,QN,DEPARTMENT OF TRANSPORTATION,,
1414,DKV9533,NY,PAS,4650141564,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZVeVRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,HEARING HELD-GUILTY,
1415,TRP33T,NJ,PAS,8527932908,07/31/2017,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSVmVVNTZhM3BOYW10M1QwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",,,,,,,,,,,,,
1416,42712JZ,NY,COM,8711503026,02/13/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROZWtGNVRtYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:44A,FAIL TO DISP. MUNI METER RECPT,65,0,0,25,40,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1417,30852MK,NY,COM,8711503038,02/13/2019,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamVFMVVWWGROZWtGNlQwRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",10:47A,FAIL TO DISP. MUNI METER RECPT,65,0,0,25,40,0,014,NY,TRAFFIC,HEARING HELD-GUILTY REDUCTION,
1418,RRG90H,NJ,PAS,4650141540,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZVd1RVRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:31P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1419,FCT6237,NY,PAS,4650141527,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkZWNVRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:30P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1420,81437MK,NY,COM,8685355692,08/23/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk5FNVVUVEZPVkZrMVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",01:07P,EXPIRED MUNI METER,65,10,0,0,75,0,019,NY,TRAFFIC,HEARING HELD-GUILTY,
1421,T787482C,NY,OMT,4650141722,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkdONVRXYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:44P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1422,2028312,IN,PAS,8641863084,05/21/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSWk1FMVVaekpOZWtFMFRrRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:30A,NO STANDING-DAY/TIME LIMITS,115,0,0,0,115,0,018,NY,TRAFFIC,HEARING HELD-GUILTY,
1423,PHF8204,NC,PAS,4650141825,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkdkNVRsRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:51P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BX,DEPARTMENT OF TRANSPORTATION,,
1424,J74JME,NJ,PAS,4650141837,11/19/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VGtSWk1VMUVSVEJOVkdkNlRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",03:52P,PHTO SCHOOL ZN SPEED VIOLATION,50,0,0,0,50,0,000,BK,DEPARTMENT OF TRANSPORTATION,,
1425,T685334C,NY,OMT,8704204499,11/21/2018,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSamQwNUVTWGRPUkZFMVQxRTlQUT09&locationName=_____________________', 'description': 'View Summons'}",04:20P,FIRE HYDRANT,115,10,0,0,125,0,032,NY,TRAFFIC,,
1426,KHT3857,NY,PAS,8857782177,02/23/2021,"{'url': 'http://nycserv.nyc.gov/NYCServWeb/ShowImage?searchID=VDBSbk1VNTZZelJOYWtVelRuYzlQUT09&locationName=_____________________', 'description': 'View Summons'}",08:36A,NO PARKING-STREET CLEANING,65,0,0,0,65,0,114,Q,TRAFFIC,,
